tempo;regiao_de_saude_de_notificacao;residencia_nut_iii;doenca_de_declaracao_obrigatoria;sexo;grupo_etario;no_de_casos_notificados
2018-04;Regiao de Saude Norte;Area Metropolitana do Porto;Parotidite Epidemica;Masculino;5-14 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2018-05;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca de Lyme (Borreliose);Feminino;65-74 anos;1
2018-05;Regiao de Saude do Centro;Regiao de Leiria;Doenca dos Legionarios;Masculino;75 ou + anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;2
2018-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;2
2018-08;Regiao de Saude Norte;Estrangeiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;15-24 anos;1
2018-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;2
2018-09;Regiao de Saude do Centro;Beiras e Serra da Estrela;Febre escaro-nodular (Rickettsiose);Masculino;1-4 anos;1
2018-09;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2018-04;Regiao de Saude do Centro;Beira Baixa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2018-04;Regiao de Saude do Algarve;Algarve;Leishmaniose Visceral;Masculino;75 ou + anos;1
2018-04;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;1-4 anos;1
2017-01;Regiao de Saude Norte;Tamega e Sousa;Doenca invasiva pneumococica;Masculino;55-64 anos;1
2017-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite C;Masculino;35-44 anos;1
2017-01;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;<1 ano;2
2017-02;Regiao de Saude LVT;Oeste;Doenca de Creutzfeldt Jakob;Masculino;65-74 anos;1
2017-02;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;55-64 anos;1
2017-02;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Feminino;75 ou + anos;1
2017-04;Regiao de Saude do Centro;Regiao de Coimbra;Campilobacteriose;Masculino;1-4 anos;1
2017-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;45-54 anos;1
2017-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2017-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva meningococica;Masculino;<1 ano;1
2017-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2017-04;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite B;Feminino;35-44 anos;1
2015-06;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2015-06;Regiao de Saude LVT;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;1
2015-06;Regiao de Saude LVT;Regiao de Aveiro;Malaria;Masculino;25-34 anos;1
2017-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;<1 ano;1
2017-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;75 ou + anos;1
2017-04;Regiao de Saude Norte;Alto Tamega;Gonorreia;Feminino;15-24 anos;1
2017-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca de Hansen (Lepra);Masculino;25-34 anos;1
2015-06;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2015-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;<1 ano;1
2017-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2017-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;5-14 anos;1
2015-06;Regiao de Saude Norte;Area Metropolitana do Porto;Febre Tifoide e Paratifoide;Feminino;25-34 anos;1
2017-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;15-24 anos;1
2015-06;Regiao de Saude Norte;Douro;Campilobacteriose;Masculino;<1 ano;1
2017-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sarampo;Feminino;25-34 anos;1
2017-03;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;75 ou + anos;1
2015-07;Regiao de Saude do Alentejo;Alentejo Central;Febre Q;Masculino;25-34 anos;1
2017-03;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Feminino;5-14 anos;1
2015-07;Regiao de Saude LVT;Regiao de Aveiro;Tosse Convulsa;Feminino;35-44 anos;1
2017-03;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite B;Masculino;75 ou + anos;1
2015-07;Regiao de Saude LVT;Leziria do Tejo;Campilobacteriose;Masculino;<1 ano;1
2016-05;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2015-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Brucelose;Feminino;55-64 anos;1
2016-06;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;75 ou + anos;1
2017-06;Regiao de Saude do Algarve;Algarve;Hepatite A;Masculino;25-34 anos;1
2017-06;Regiao de Saude LVT;Oeste;Hepatite A;Masculino;45-54 anos;1
2016-11;Regiao de Saude Norte;Estrangeiro;Malaria;Masculino;55-64 anos;1
2015-12;Regiao de Saude Norte;Regiao de Aveiro;Shigelose;Masculino;65-74 anos;1
2015-12;Regiao de Saude LVT;Regiao de Aveiro;Listeriose;Masculino;<1 ano;1
2016-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Masculino;35-44 anos;1
2016-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Leptospirose;Feminino;15-24 anos;1
2016-01;Regiao de Saude do Algarve;Algarve;Paralisia flacida aguda;Masculino;5-14 anos;1
2017-07;Regiao de Saude do Centro;Viseu Dao Lafoes;Doenca de Lyme (Borreliose);Feminino;55-64 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2017-07;Regiao de Saude do Centro;Regiao de Leiria;Campilobacteriose;Masculino;1-4 anos;1
2016-01;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Masculino;45-54 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;2
2017-07;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Feminino;<1 ano;1
2016-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Leptospirose;Masculino;45-54 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;5-14 anos;1
2016-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;2
2016-01;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2016-06;Regiao de Saude do Centro;Regiao de Leiria;Tosse Convulsa;Masculino;<1 ano;1
2016-01;Regiao de Saude do Algarve;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;15-24 anos;1
2016-01;Regiao de Saude do Centro;Regiao de Aveiro;Doenca dos Legionarios;Masculino;45-54 anos;1
2016-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2016-02;RA Acores;Regiao Autonoma dos cores;Leptospirose;Masculino;25-34 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Feminino;45-54 anos;1
2016-07;Regiao de Saude do Centro;Viseu Dao Lafoes;Febre escaro-nodular (Rickettsiose);Feminino;45-54 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Masculino;35-44 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Feminino;1-4 anos;1
2016-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;<1 ano;1
2017-08;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Feminino;5-14 anos;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Masculino;45-54 anos;1
2016-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Feminino;15-24 anos;1
2016-03;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite B;Masculino;55-64 anos;1
2017-08;Regiao de Saude do Centro;Beiras e Serra da Estrela;Febre escaro-nodular (Rickettsiose);Masculino;1-4 anos;1
2016-07;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;5-14 anos;1
2016-03;Regiao de Saude Norte;Cavado;Campilobacteriose;Feminino;5-14 anos;1
2016-07;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite B;Feminino;35-44 anos;1
2016-07;Regiao de Saude do Centro;Regiao de Coimbra;Tosse Convulsa;Feminino;1-4 anos;1
2017-08;Regiao de Saude do Centro;Regiao de Aveiro;Parotidite Epidemica;Feminino;1-4 anos;1
2017-08;Regiao de Saude do Algarve;Algarve;Campilobacteriose;Masculino;5-14 anos;1
2016-03;RA Madeira;Regiao Autonoma da Madeira;Infecao por virus Zika;Feminino;45-54 anos;1
2016-03;Regiao de Saude LVT;Oeste;Malaria;Masculino;45-54 anos;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2016-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2016-03;Regiao de Saude LVT;Viseu Dao Lafoes;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2016-04;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;75 ou + anos;1
2016-04;Regiao de Saude Norte;Estrangeiro;Malaria;Masculino;45-54 anos;1
2017-08;Regiao de Saude Norte;Ave;Hepatite B;Masculino;45-54 anos;1
2016-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Feminino;55-64 anos;2
2016-12;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Feminino;1-4 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2016-12;Regiao de Saude do Centro;Regiao de Leiria;Doenca dos Legionarios;Masculino;35-44 anos;1
2016-04;Regiao de Saude do Algarve;Algarve;Doenca invasiva pneumococica;Masculino;55-64 anos;1
2017-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-10;Regiao de Saude do Alentejo;Baixo Alentejo;Gonorreia;Masculino;35-44 anos;1
2017-10;Regiao de Saude LVT;Oeste;Doenca invasiva pneumococica;Masculino;<1 ano;1
2016-05;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Feminino;5-14 anos;1
2016-05;Regiao de Saude Norte;Douro;Campilobacteriose;Masculino;1-4 anos;1
2016-05;Regiao de Saude LVT;Estrangeiro;Malaria;Feminino;45-54 anos;1
2016-12;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;75 ou + anos;1
2016-12;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2017-01;Regiao de Saude Norte;Tamega e Sousa;Hepatite C;Masculino;45-54 anos;1
2016-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;65-74 anos;1
2017-11;Regiao de Saude Norte;Cavado;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2017-01;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;55-64 anos;1
2015-11;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;15-24 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;75 ou + anos;1
2016-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2015-08;Regiao de Saude do Centro;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2016-08;RA Acores;Regiao Autonoma dos cores;Hepatite C;Masculino;25-34 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;5-14 anos;1
2015-08;Regiao de Saude Norte;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2016-08;Regiao de Saude Norte;Estrangeiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2015-08;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2015-08;Regiao de Saude Norte;Douro;Febre escaro-nodular (Rickettsiose);Feminino;1-4 anos;1
2016-08;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-09;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2016-09;Regiao de Saude do Centro;Regiao de Coimbra;Febre Q;Masculino;45-54 anos;1
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Feminino;15-24 anos;1
2017-12;Regiao de Saude do Centro;Beiras e Serra da Estrela;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2015-10;Regiao de Saude do Centro;Beiras e Serra da Estrela;Campilobacteriose;Feminino;1-4 anos;1
2018-01;Regiao de Saude LVT;Leziria do Tejo;Hepatite C;Masculino;55-64 anos;1
2016-09;Regiao de Saude do Algarve;Algarve;Malaria;Masculino;45-54 anos;2
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;45-54 anos;1
2015-10;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2015-10;Regiao de Saude Norte;Alto Tamega;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2016-09;Regiao de Saude do Centro;Viseu Dao Lafoes;Febre escaro-nodular (Rickettsiose);Masculino;75 ou + anos;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;5-14 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Feminino;<1 ano;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Masculino;75 ou + anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Dengue;Feminino;15-24 anos;1
2015-10;Regiao de Saude LVT;Regiao de Aveiro;Parotidite Epidemica;Masculino;1-4 anos;1
2016-09;Regiao de Saude LVT;Oeste;Salmoneloses nao Typhi e nao Paratyphi;Feminino;<1 ano;1
2015-10;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;2
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;15-24 anos;1
2015-11;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Feminino;65-74 anos;1
2016-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;65-74 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2015-11;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2016-10;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Feminino;<1 ano;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Criptosporidiose;Masculino;45-54 anos;1
2018-09;Regiao de Saude do Centro;Viseu Dao Lafoes;Febre escaro-nodular (Rickettsiose);Masculino;15-24 anos;1
2018-09;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;35-44 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;2
2017-07;Regiao de Saude do Centro;Oeste;Gonorreia;Masculino;25-34 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;2
2016-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2016-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Linfogranuloma Venereo;Masculino;35-44 anos;1
2016-10;Regiao de Saude Norte;Cavado;Hepatite C;Masculino;45-54 anos;1
2016-10;Regiao de Saude do Centro;Regiao de Coimbra;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2018-09;Regiao de Saude do Algarve;Algarve;Malaria;Masculino;15-24 anos;1
2015-01;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2015-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2018-09;RA Acores;Regiao Autonoma dos cores;Gonorreia;Masculino;15-24 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;25-34 anos;1
2017-09;Regiao de Saude Norte;Tamega e Sousa;Hepatite C;Masculino;45-54 anos;1
2018-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;3
2017-09;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2015-02;RA Acores;Regiao Autonoma dos cores;Leptospirose;Masculino;25-34 anos;4
2018-10;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2015-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2018-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;5-14 anos;1
2018-10;Regiao de Saude Norte;Ave;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2015-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca de Creutzfeldt Jakob;Masculino;55-64 anos;1
2014-12;Regiao de Saude do Algarve;Algarve;Doenca dos Legionarios;Feminino;45-54 anos;1
2014-12;Regiao de Saude do Algarve;Algarve;Febre escaro-nodular (Rickettsiose);Masculino;75 ou + anos;1
2014-12;Regiao de Saude do Centro;Regiao de Aveiro;Febre escaro-nodular (Rickettsiose);Feminino;65-74 anos;1
2015-02;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;75 ou + anos;1
2018-10;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;5-14 anos;1
2015-03;Regiao de Saude LVT;Oeste;Doenca dos Legionarios;Feminino;75 ou + anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Brucelose;Feminino;55-64 anos;1
2014-12;Regiao de Saude LVT;Alto Minho;Infeca畫s Gonococicas (Gonorreia);Masculino;15-24 anos;1
2015-03;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;25-34 anos;1
2015-03;Regiao de Saude LVT;Leziria do Tejo;Gonorreia;Masculino;25-34 anos;1
2014-12;Regiao de Saude Norte;Ave;Infeca畫s Gonococicas (Gonorreia);Feminino;25-34 anos;1
2014-12;Regiao de Saude Norte;Estrangeiro;Infeca畫s Gonococicas (Gonorreia);Masculino;35-44 anos;1
2014-12;Regiao de Saude LVT;Oeste;Infeca畫s Gonococicas (Gonorreia);Masculino;35-44 anos;1
2018-11;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2014-12;Regiao de Saude LVT;Estrangeiro;Malaria;Masculino;25-34 anos;2
2015-04;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2015-04;Regiao de Saude LVT;Beiras e Serra da Estrela;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2014-12;Regiao de Saude do Alentejo;Alto Alentejo;Parotidite Epidemica;Feminino;35-44 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2015-04;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;25-34 anos;2
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;2
2015-05;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2014-12;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2018-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite C;Masculino;25-34 anos;1
2018-12;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite C;Masculino;35-44 anos;1
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis excluindo a Sifilis Congenita;Feminino;45-54 anos;1
2015-08;Regiao de Saude do Alentejo;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2017-06;Regiao de Saude do Algarve;Algarve;Hepatite A;Feminino;5-14 anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite E;Masculino;45-54 anos;1
2015-08;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;5-14 anos;1
2017-06;RA Acores;Regiao Autonoma dos cores;Leptospirose;Masculino;25-34 anos;1
2015-08;Regiao de Saude Norte;Beira Baixa;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2017-06;Regiao de Saude Norte;Ave;Campilobacteriose;Masculino;25-34 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca de Creutzfeldt Jakob;Masculino;45-54 anos;1
2015-09;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2015-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Feminino;75 ou + anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;35-44 anos;1
2015-09;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;5-14 anos;1
2017-06;RA Acores;Regiao Autonoma dos cores;Yersiniose;Masculino;1-4 anos;1
2015-09;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;1-4 anos;1
2015-09;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;55-64 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;45-54 anos;1
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Feminino;35-44 anos;2
2015-09;Regiao de Saude Norte;Ave;Febre escaro-nodular (Rickettsiose);Feminino;55-64 anos;1
2017-07;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2017-07;Regiao de Saude do Centro;Regiao de Coimbra;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2015-09;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;15-24 anos;1
2015-09;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Masculino;1-4 anos;1
2015-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;2
2015-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre escaro-nodular (Rickettsiose);Masculino;45-54 anos;1
2015-09;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;15-24 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre escaro-nodular (Rickettsiose);Masculino;45-54 anos;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre Q;Masculino;25-34 anos;1
2015-10;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;55-64 anos;1
2017-07;Regiao de Saude LVT;Medio Tejo;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2015-10;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2015-10;Regiao de Saude do Centro;Regiao de Coimbra;Doenca dos Legionarios;Feminino;75 ou + anos;1
2015-10;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
